지역,매장명,현황,주소,매장서비스,전화번호,주소_전처리,위도,경도,검색방식,시도
경기 안산시 단원구,안산중앙역점,영업중,"경기도 안산시 단원구 광덕4로 234 (천혜로데오프라자) 107,108호",테라스/주차,031-484-2002,경기도 안산시 단원구 광덕4로 234 107,37.3145525383304,126.838589760645,키워드검색,경기도
경기 오산시,오산시청점,영업중,"경기도 오산시 성호대로 124 (신협빌딩) 101,102호",흡연시설,031-378-8778,경기도 오산시 성호대로 124 101,37.14848567367187,127.07520180456888,키워드검색,경기도
충북 청주시 흥덕구,청주NC백화점CGV점,영업중,"충북 청주시 흥덕구 2순환로 1233 (청주NC백화점, 8층) .",주차,070-4153-5598,충북 청주시 흥덕구 2순환로 1233,36.6262174870853,127.431132637649,주소검색,충청북도
서울 구로구,구로거리공원점,영업중,"서울특별시 구로구 구로중앙로28길 52,1~2층 /구로동 109-1",주차,02-838-7008,서울특별시 구로구 구로중앙로28길 52,37.4997031298634,126.888450893119,주소검색,서울특별시
강원 양양군,낙산해수욕장점,영업중,강원도 양양군 강현면 해맞이길 18 .,주차,033-673-0053,강원도 양양군 강현면 해맞이길 18,38.1197915311391,128.631190605458,주소검색,강원특별자치도
경기 안산시 상록구,안산한대앞점,영업중,"경기도 안산시 상록구 중보로 31 (이동, 썬프라자) .",테라스/흡연시설/주차,031-419-2131,경기도 안산시 상록구 중보로 31,37.3064995317414,126.850443772376,주소검색,경기도
경기 양주시,양주삼숭DI점,영업중,"경기도 양주시 부흥로 2239 1,2층 삼숭동 477-1",주차,031-848-5375,경기도 양주시 부흥로 2239 1,37.80990864480655,127.10228744229062,키워드검색,경기도
서울 서초구,교대역점,영업중,서울특별시 서초구 반포대로30길 81 (웅진타워) 1층 .,주차,02-521-8944,서울특별시 서초구 반포대로30길 81,37.4928727432965,127.012979871645,주소검색,서울특별시
경기 파주시,파주운정역점,영업중,경기도 파주시 경의로1240번길 37-1  101~3호 201~2호,주차,031-957-6200,경기도 파주시 경의로1240번길 37-1 101~ 201~,37.728814037971745,126.76367641886512,키워드검색,경기도
대전 동구,가오CGV점,영업중,대전광역시 동구 은어송로 72 4층(패션아일랜드) .,주차,042-273-7400,대전광역시 동구 은어송로 72,36.3069678174478,127.457985837078,주소검색,대전광역시
충남 당진시,당진시청점,영업중,충청남도 당진시 시청2로 49-25 로고스타워 1~2층,흡연시설/주차,070-8808-1040,충청남도 당진시 시청2로 49-25 로고스타워 1~,36.8876680548441,126.646682063814,주소검색,충청남도
전북 익산시,익산영등점,영업중,전라북도 익산시 고봉로32길 46-1 1~2층,,063-918-2211,전라북도 익산시 고봉로32길 46-1 1~,35.959628092779845,126.97627858360232,키워드검색,전북특별자치도
경기 수원시 권선구,수원SKV1모터스점,영업중,"경기도 수원시 권선구 평동로79번길 45, 1층 135호 .",주차,031-293-8810,경기도 수원시 권선구 평동로79번길 45,37.2598766368604,126.992777412725,주소검색,경기도
서울 구로구,구로디지털단지역점,영업중,서울특별시 구로구 디지털로32나길 38 (서림빌딩) 1층,테라스/주차,02-851-3365,서울특별시 구로구 디지털로32나길 38,37.4845445851058,126.901198477768,주소검색,서울특별시
서울 마포구,공덕경의선숲길점,영업중,"서울특별시 마포구 백범로28길 22, 일양빌딩 신관 1층 (염리동 164-1)",주차,02-701-3967,서울특별시 마포구 백범로28길 22,37.544603767606,126.946646153695,주소검색,서울특별시
경북 칠곡군,칠곡왜관점,영업중,경상북도 칠곡군 석적읍 석적로 178-3 1~2층,테라스,054-977-8255,경상북도 칠곡군 석적읍 석적로 178-3 1~,36.015063295019246,128.4022975632806,키워드검색,경상북도
서울 마포구,홍대역2번출구점,영업중,서울특별시 마포구 동교로 200 1~3층 동교동 158-26,24시간/주차,02-332-8079,서울특별시 마포구 동교로 200 1~ 동교동 158-26,37.5577605038959,126.923121230348,키워드검색,서울특별시
경기 화성시,화성능동DT점,영업중,"경기 화성시 동탄지성로 215 1,2층 전체호(병점동)",DT 매장/주차,031-221-7286,경기 화성시 동탄지성로 215 1,37.2131142440541,127.052720380493,키워드검색,경기도
경남 밀양시,밀양킹콩점,영업중,"경상남도 밀양시 삼문강변로 272 (삼문동) 2,3층",테라스/주차,055-351-0056,경상남도 밀양시 삼문강변로 272 2,35.48682405032599,128.7470307914566,키워드검색,경상남도
서울 강남구,코엑스점,영업중,"서울특별시 강남구 영동대로 513, 코엑스 지하 1층  C113호 (삼성동 159)  할리스",테라스/주차,02-6002-3100,서울특별시 강남구 영동대로 513,37.5118239121138,127.059159043842,주소검색,서울특별시
경기 고양시 덕양구,화정역점,영업중,경기도 고양시 덕양구 화신로272번길 67  장군빌딩 2층,주차,070-7514-8707,경기도 고양시 덕양구 화신로272번길 67 장군빌딩,37.6338450310753,126.831561485308,주소검색,경기도
전북 군산시,군산새만금산단점,영업중,전라북도 군산시 새만금북로 424 1층 104호,주차,063-468-4100,전라북도 군산시 새만금북로 424,35.946856103117,126.582706974099,주소검색,전북특별자치도
경기 남양주시,다산한강점,영업중,경기도 남양주시 다산지금로 163번길 9-12 1층,주차,031-592-3118,경기도 남양주시 다산지금로 163번길 9-12,37.598500198774,127.175184589216,주소검색,경기도
경기 고양시 덕양구,덕양구청점,영업중,경기도 고양시 덕양구 화중로104번길 8 (장원프라자) 1층 102호,테라스/주차,070-4647-0030,경기도 고양시 덕양구 화중로104번길 8,37.636100180187,126.831740386532,주소검색,경기도
충남 서천군,(하)서천휴게소점,영업중,충청남도 서천군 비인면 서해안고속도로 169 .,주차,041-952-5757,충청남도 서천군 비인면 서해안고속도로 169,36.1295497677811,126.626449847154,주소검색,충청남도
서울 서대문구,서대문농협생명빌딩점,영업중,"서울시 서대문구 통일로 87  미근동 257, NH농협생명빌딩 동관 1층",주차,02-364-7787,서울시 서대문구 통일로 87 미근동 257,37.5627767312819,126.968512766878,주소검색,서울특별시
충북 청주시 청원구,(하)오창휴게소점,영업중,충청북도 청주시 청원구 오창읍 중부고속도로 21 (오창휴게소통영기점) .,주차,043-217-1477,충청북도 청주시 청원구 오창읍 중부고속도로 21,36.7584846684236,127.4817571519,주소검색,충청북도
충북 청주시 흥덕구,(하)옥산휴게소점,영업중,충청북도 청주시 흥덕구 옥산면 경부고속도로 309 (부산방향) .,주차,043-260-1053,충청북도 청주시 흥덕구 옥산면 경부고속도로 309,36.6576324870606,127.369837074757,주소검색,충청북도
경기 김포시,김포지식산업센터점,영업중,"경기도 김포시 태장로 795번길 145, 아셈호텔 1층 (장기동 2011-2)",주차,070-4953-9475,경기도 김포시 태장로 795번길 145,37.6404123418748,126.68436562393,주소검색,경기도
경기 군포시,군포IT밸리점,영업중,경기도 군포시 고산로148번길 17 1층,주차,031-8086-8211,경기도 군포시 고산로148번길 17,37.3496128888395,126.95351879606,주소검색,경기도
전남 광양시,광양중동점,영업중,전라남도 광양시 공영로 92-1 .,주차,061-795-6600,전라남도 광양시 공영로 92-1,34.9356549683949,127.699252927961,주소검색,전라남도
대구 달서구,대구이월드점,영업중,대구광역시 달서구 두류공원로 200 (두류동) .,주차,053-620-0001,대구광역시 달서구 두류공원로 200,35.8548554163402,128.564820995296,주소검색,대구광역시
전북 전주시 덕진구,전주아중점,영업중,"전라북도 전주시 덕진구 아중로 193 1,2층",주차,063-246-2203,전라북도 전주시 덕진구 아중로 193 1,35.8277965832312,127.170342100077,키워드검색,전북특별자치도
충북 청주시 상당구,청주명암레이크점,영업중,충북 청주시 상당구 명암로 32 용담동 449,주차,0507-1384-9696,충북 청주시 상당구 명암로 32 용담동 449,36.638532298901,127.511102736413,주소검색,충청북도
인천 중구,인천공항T1점,영업중,"인천광역시 중구 공항로 272 (운서동, 인천공항) 인천국제공항 제1여객터미널 L/S 1층",주차,032-743-3716,인천광역시 중구 공항로 272 인천국제공항 제1여객터미널 L/S,37.458350533174,126.42769952089,주소검색,인천광역시
경기 이천시,이천하이닉스점,영업중,경기도 이천시 부발읍 경충대로 2091 연구개발동 1층,주차,031-8094-8747,경기도 이천시 부발읍 경충대로 2091 연구개발동,37.2529797635041,127.480685306373,주소검색,경기도
서울 동작구,보라매병원점,영업중,서울시 동작구 보라매로5길 20 서울특별시보라매병원 희망관 1층,주차,02-831-3085,서울시 동작구 보라매로5길 20 서울특별시보라매병원 희망관,37.493013748157,126.924332456243,주소검색,서울특별시
광주 광산구,광주수완2호점,영업중,"광주광역시 광산구 수완로 73번길 7, 1층 (수완동)  .",24시간/주차,062-959-3327,광주광역시 광산구 수완로 73번길 7,35.191396128787,126.828097547991,주소검색,광주광역시
경기 이천시,(하)마장휴게소점,영업중,"경기도 이천시 마장면중부고속도로82,통영방향 /목리 산 13-32",,031-630-0001,경기도 이천시 마장면중부고속도로82,37.2627454533579,127.408483040538,주소검색,경기도
경기 오산시,오산수청점,영업중,경기도 오산시 내삼미로79번길 46 101~104호 어반스페이스타워 /수청동 619-1,,031-377-5823,경기도 오산시 내삼미로79번길 46 101~ 어반스페이스타워 /수청동 619-1,37.1704196880195,127.065301523655,키워드검색,경기도
충남 예산군,(상)예산휴게소점,영업중,충청남도 예산군 신양면 당진영덕고속도로 33 (예산휴게소 상행) 당진 방향,,없음,충청남도 예산군 신양면 당진영덕고속도로 33 당진 방향,36.6196336550818,126.846577952002,주소검색,충청남도
대구 달서구,대구성서점,영업중,"대구광역시 달서구 성서로 419, 국민연금대구사옥 1층 (이곡동 1198-5) 할리스",주차,053-584-5702,대구광역시 달서구 성서로 419,35.8549951267248,128.506693526178,주소검색,대구광역시
서울 마포구,홍대역점,영업중,서울특별시 마포구 어울마당로 111 2~4층,테라스/흡연시설,02-323-7791,서울특별시 마포구 어울마당로 111 2~,37.55484103675499,126.92275981438439,키워드검색,서울특별시
경기 용인시 처인구,용인명지대점,영업중,경기도 용인시 처인구 명지로116번길 24-2 1~2층,주차,070-4042-3118,경기도 용인시 처인구 명지로116번길 24-2 1~,37.22491696761913,127.18660861968353,키워드검색,경기도
전북 전주시 덕진구,국민연금공단점,영업중,전북 전주시 덕진구  기지로 170 국민연금공단 국민누리관 1층,,063-221-5072,전북 전주시 덕진구 기지로 170 국민연금공단 국민누리관,35.8379378119677,127.070492467302,주소검색,전북특별자치도
부산 금정구,부산금강식물원점,영업중,"부산광역시 금정구 금샘로 22. 1,2층",테라스,051-517-1110,부산광역시 금정구 금샘로 22 1,35.22792066004667,129.07799007191005,키워드검색,부산광역시
서울 구로구,구로역점,영업중,서울특별시 구로구 새말로 18-29 (구로동) .,,02-862-3216,서울특별시 구로구 새말로 18-29,37.5018232438079,126.883187024004,주소검색,서울특별시
서울 마포구,공덕역북카페점,영업중,"서울특별시 마포구 마포대로 100 (공덕동, 공덕역) 북카페 지하1층, 공덕동 423-29",,없음,서울특별시 마포구 마포대로 100 북카페,37.5445267873155,126.951363830233,주소검색,서울특별시
전북 부안군,부안격포채석강점,영업중,전라북도 부안군 변산면 채석강길 22-6 .,테라스,063-584-0011,전라북도 부안군 변산면 채석강길 22-6,35.6284544166065,126.471181438882,주소검색,전북특별자치도
대구 북구,대구관음점,영업중,"대구광역시 북구 구암로 59 비전스퀘어 1,2층 .",24시간/주차,053-324-6122,대구광역시 북구 구암로 59 비전스퀘어 1,35.9334552665152,128.547380941891,주소검색,대구광역시
대전 서구,대전가장점,영업중,"대전광역시 서구 도솔로 314  1층, 2층 (SL 빌딩)",주차,042-365-0365,대전광역시 서구 도솔로 314,36.3361898288496,127.382619789214,주소검색,대전광역시
충남 천안시 서북구,천안쌍용점,영업중,"충청남도 천안시 서북구 미라13길 16 /쌍용동 955, 성건오피스텔 1층",주차,041-563-4700,충청남도 천안시 서북구 미라13길 16 /쌍용동 955,36.8051699093662,127.130397508439,주소검색,충청남도
서울 영등포구,FKI타워점,영업중,"서울특별시 영등포구 여의대로 24 (여의도동, 전국경제인연합회회관) 지하 1층 B109~111호",주차,02-786-3485,서울특별시 영등포구 여의대로 24 ~,37.5221803249647,126.919916550827,주소검색,서울특별시
서울 성동구,한양대병원점,영업중,"서울특별시 성동구 왕십리로 222-1, 한양대학교병원 본관 1층 (사근동 110, 한양대학부속병원) 할리스",주차,02-2281-2116,서울특별시 성동구 왕십리로 222-1,37.5585815432773,127.045715688792,주소검색,서울특별시
경기 시흥시,월곶점,영업중,경기도 시흥시 월곶중앙로 63 .,주차,031-404-7966,경기도 시흥시 월곶중앙로 63,37.3887735198869,126.738059263728,주소검색,경기도
대전 서구,대전만년점,영업중,대전광역시 서구 둔산대로117번길 95 (리더스타운) 만년동 309,주차,042-485-9777,대전광역시 서구 둔산대로117번길 95 만년동 309,36.3693234858872,127.381748783018,주소검색,대전광역시
경기 화성시,화성융건릉점,영업중,"경기도 화성시 효행로 501-3 1,2층",주차,031-224-6999,경기도 화성시 효행로 501-3 1,37.2075172737054,126.988428417567,키워드검색,경기도
대전 서구,대전탄방점,영업중,"대전광역시 서구 계룡로571번길 23-19 1층 102호,103호,104호 / 탄방동 688",주차,042-482-8425,대전광역시 서구 계룡로571번길 23-19,36.3434421879206,127.386245704101,주소검색,대전광역시
전북 전주시 완산구,서전주DT점,영업중,전라북도 전주시 완산구 유연로 5 A동,DT 매장/주차,063-901-0802,전라북도 전주시 완산구 유연로 5 A동,35.821747242718,127.086361193206,주소검색,전북특별자치도
경기 김포시,김포한강생태공원점,영업중,"경기도 김포시 김포한강11로 452,1~2층 운양동 1264-4",흡연시설/주차,031-996-2000,경기도 김포시 김포한강11로 452,37.6537069894307,126.698262570965,주소검색,경기도
부산 동래구,부산명륜역점,영업중,"부산광역시 동래구 온천장로 5,1층 /온천동 473-10",,051-557-7811,부산광역시 동래구 온천장로 5,35.212757812534,129.078708850391,주소검색,부산광역시
경기 수원시 영통구,아주대병원점,영업중,"경기도 수원시 영통구 월드컵로 164 (원천동, 아주대학병원) 아주대학교병원 본관 1층",주차,031-211-5718,경기도 수원시 영통구 월드컵로 164 아주대학교병원 본관,37.2794385674316,127.047519373907,주소검색,경기도
서울 종로구,X-260730종로5가점,영업중,서울특별시 종로구 동호로 401 .,,02-2266-1989,서울특별시 종로구 동호로 401,37.5701966555827,127.001666240298,주소검색,서울특별시
서울 영등포구,여의도파이낸스타워점,영업중,"서울특별시 영등포구 국제금융로2길 32, 여의도파이낸스타워 1층(여의도동 23-8)",주차,02-761-3154,서울특별시 영등포구 국제금융로2길 32,37.5238640247561,126.924142368161,주소검색,서울특별시
경기 김포시,김포농협본점,영업중,경기도 김포시 홍도평로 20 (걸포동) 김포농협하나로마트본점 2층,주차,031-986-7932,경기도 김포시 홍도평로 20 김포농협하나로마트본점,37.6315741364424,126.713004112006,주소검색,경기도
서울 종로구,서울대병원점,영업중,"서울특별시 종로구 대학로 101 (연건동, 서울대학교의과대학)",주차,02-741-5815,서울특별시 종로구 대학로 101,37.5804523853297,126.997196437908,주소검색,서울특별시
서울 영등포구,구로디지털뉴스테이점,영업중,서울시 영등포구 시흥대로 595 104~5호,주차,070-7547-4100,서울시 영등포구 시흥대로 595 104~,37.48606329634312,126.90356379434957,키워드검색,서울특별시
전북 김제시,전북김제점,영업중,전북 김제시 검산택지 5길 21-10 1층,주차,063-547-9600,전북 김제시 검산택지 5길 21-10,35.8016296173188,126.903311759627,주소검색,전북특별자치도
대구 북구,대구침산네거리점,영업중,대구광역시 북구 침산남로 157 .,,053-353-5544,대구광역시 북구 침산남로 157,35.8880921375488,128.593023451504,주소검색,대구광역시
서울 종로구,센터포인트점,영업중,"서울특별시 종로구 새문안로5길 31, 센터포인트광화문빌딩 1층 (도렴동 65, 센터포인트 광화문) 할리스",,02-6031-6213,서울특별시 종로구 새문안로5길 31,37.5729765145796,126.974351284671,주소검색,서울특별시
전북 군산시,군산미장점,영업중,전라북도 군산시 미장안길 54  통큰타운3동 105호,,063-442-8777,전라북도 군산시 미장안길 54 통큰타운3동,35.968985299613,126.726907098605,주소검색,전북특별자치도
서울 서초구,백석예술대학교점,영업중,서울특별시 서초구 방배로9길 23 (백석예술대 신관 1층) /방배동 981-17,,02-585-9150,서울특별시 서초구 방배로9길 23 /방배동 981-17,37.4803713866046,126.996896954333,주소검색,서울특별시
전남 장흥군,전남장흥점,영업중,전라남도 장흥군 장흥읍 북부로 18 .,,061-862-0119,전라남도 장흥군 장흥읍 북부로 18,34.6839272011626,126.904711288936,주소검색,전라남도
경기 구리시,구리수택DI점,영업중,경기도 구리시 검배로 73 (수택동) 할리스,주차,031-551-0988,경기도 구리시 검배로 73 할리스,37.5961228911024,127.146743261579,주소검색,경기도
서울 관악구,난곡사거리점,영업중,서울 관악구 남부순환로 1489 신림동 526-13,흡연시설/주차,02-865-0012,서울 관악구 남부순환로 1489 신림동 526-13,37.4824306834797,126.916178390768,주소검색,서울특별시
경기 오산시,오산대역DT점,영업중,경기도 오산시 경기대로 491 (수청동) 1층~3층 할리스,DT 매장/테라스/주차,031-372-9750,경기도 오산시 경기대로 491 ~ 할리스,37.1665839478512,127.064206542026,주소검색,경기도
경북 구미시,구미금오산DI점,영업중,경상북도 구미시 금오산로 209 (남통동) 할리스커피 구미금오산점,테라스/주차,054-441-4452,경상북도 구미시 금오산로 209 할리스커피 구미금오산점,36.1220101737155,128.323610439098,주소검색,경상북도
경기 화성시,(하)매송휴게소점,영업중,경기 화성시 매송면 서해안고속도로 315 목포방향 .,주차,031-296-1501,경기 화성시 매송면 서해안고속도로 315 목포방향,37.2647313030501,126.887887942986,주소검색,경기도
경기 화성시,(상)매송휴게소점,영업중,경기 화성시 매송면 서해안고속도로 316 서울방향 .,주차,031-296-1501,경기 화성시 매송면 서해안고속도로 316 서울방향,37.2653181915237,126.892894880863,주소검색,경기도
전북 전주시 완산구,전주남천교점,영업중,전라북도 전주시 완산구 천서로 81  동서학동 66,,063-232-6000,전라북도 전주시 완산구 천서로 81 동서학동 66,35.80995757302982,127.1524990989777,키워드검색,전북특별자치도
강원 홍천군,(하)홍천휴게소점,영업중,강원도 홍천군 화촌면 서울양양고속도로 84 1층,,.,강원도 홍천군 화촌면 서울양양고속도로 84,37.7572778268358,128.003192946135,주소검색,강원특별자치도
대구 중구,대구동성로점,영업중,"대구광역시 중구 동성로6길 32, B1~2층 (공평동 52-2) 할리스",,053-252-6307,대구광역시 중구 동성로6길 32,35.8686971725828,128.597064242812,주소검색,대구광역시
인천 남구,인천주안역점,영업중,"인천광역시 미추홀구 주안로 105 1,2층 (주안동 130-10)",,032-425-1793,인천광역시 미추홀구 주안로 105 1,37.4642194420255,126.681482424701,주소검색,인천광역시
울산 남구,울산삼산대로점,영업중,울산광역시 남구 정동로 71 (삼산동),테라스/주차,052-293-2234,울산광역시 남구 정동로 71,35.5403446064686,129.343582717534,주소검색,울산광역시
대구 동구,동대구환승센터점,영업중,"대구광역시 동구 동부로 149 (신천동, 신세계동대구복합환승센터) 3층",,053-742-0614,대구광역시 동구 동부로 149,35.8779406718693,128.629190024219,주소검색,대구광역시
충북 괴산군,(하)괴산휴게소점,영업중,충북 괴산군 장연면 중부내륙고속도로 205 괴산(마산방향)휴게소  할리스커피,주차,043-832-7966,충북 괴산군 장연면 중부내륙고속도로 205 괴산휴게소 할리스커피,36.831408783872,127.957865712961,주소검색,충청북도
전남 보성군,(상)보성녹차휴게소점,영업중,전라남도 보성군 미력면 남해고속도로 63 (보성녹차(목포)주유소) 목포방향,주차,070-4325-8801,전라남도 보성군 미력면 남해고속도로 63 주유소) 목포방향,34.8137408285989,127.127666261131,주소검색,전라남도
전남 보성군,(하)보성녹차휴게소점,영업중,전남 보성군 겸백면 남해고속도로 70 .,주차,070-4325-8808,전남 보성군 겸백면 남해고속도로 70,34.8079021377987,127.182114514571,주소검색,전라남도
서울 강남구,선릉샹제리제점,영업중,"서울특별시 강남구 테헤란로 406 (대치동, 샹제리제센터) A동 1층",주차,02-501-4255,서울특별시 강남구 테헤란로 406 A동,37.5043809944112,127.049963989803,주소검색,서울특별시
인천 연수구,인천연수CGV점,영업중,인천 연수구 청능대로 210 (스퀘어원 4층) /동춘동 926,주차,032-456-4499,인천 연수구 청능대로 210 /동춘동 926,37.4059981630337,126.683622060373,주소검색,인천광역시
경북 김천시,(상)추풍령휴게소점,영업중,경북 김천시 봉산면 경부고속도로 214-1 광천리 737-1 (서울방향),주차,054-439-3187,경북 김천시 봉산면 경부고속도로 214-1 광천리 737-1,36.1999323675804,128.003585094461,주소검색,경상북도
경기 시흥시,시흥하늘휴게소점,영업중,"경기도 시흥시 수도권제1순환고속도로 105-1 조남동 15-10, 2층(일산방향)",주차,유선없음,경기도 시흥시 수도권제1순환고속도로 105-1 조남동 15-10,37.3852597136875,126.855728838472,주소검색,경기도
전남 무안군,남악신도시점,영업중,"전라남도 무안군 삼향읍 남악로 234 트리폴리앙 B동 1, 108호~109호 .",주차,061-282-8280,전라남도 무안군 삼향읍 남악로 234 트리폴리앙 B동 1,34.8050697569594,126.464257089766,주소검색,전라남도
광주 북구,광주일곡점,영업중,광주광역시 북구 송해로 81 1~3층 /일곡동 821-5,,070-7716-0123,광주광역시 북구 송해로 81 1~ /일곡동 821-5,35.20561500305231,126.89888999764591,키워드검색,광주광역시
충남 당진시,당진푸르지오점,영업중,충청남도 당진시 읍내동 1590 1층 희은빌라 .,주차,041-354-2004,충청남도 당진시 읍내동 1590 희은빌라,36.9001333170921,126.630038205904,주소검색,충청남도
전남 목포시,목포하당점,영업중,전라남도 목포시 비파로51번길 37 .,주차,061-283-9800,전라남도 목포시 비파로51번길 37,34.8013288564605,126.423102526639,주소검색,전라남도
경기 남양주시,별내카페거리점,영업중,경기도 남양주시 두물로39번길 33 1층,테라스/주차,031-574-5655,경기도 남양주시 두물로39번길 33,37.6588377770063,127.127723468472,주소검색,경기도
경기 파주시,파주탄현점,영업중,"경기도 파주시 탄현면 방촌로 1017 1,2층",주차,031-947-9477,경기도 파주시 탄현면 방촌로 1017 1,37.8249447589717,126.7336511125,키워드검색,경기도
광주 광산구,광주우산점,영업중,광주광역시 광산구 풍영철길로 12 1~2층,주차,062-956-6582,광주광역시 광산구 풍영철길로 12 1~,35.162456947418676,126.81243352386942,키워드검색,광주광역시
경기 수원시 팔달구,수원인계점,영업중,경기도 수원시 팔달구 인계로138번길 49 /인계동 1038-12,테라스/24시간,031-222-6842,경기도 수원시 팔달구 인계로138번길 49 /인계동 1038-12,37.264784115237,127.031998689687,주소검색,경기도
부산 동구,동부산우체국점,영업중,"부산광역시 동구 조방로 15, 1층  .",,051-631-3193,부산광역시 동구 조방로 15,35.1382233214331,129.062261701805,주소검색,부산광역시
경기 안성시,안성팜랜드점,영업중,"경기도 안성시 공도읍 대신두길 28, 안성팜랜드 .",주차,070-4228-7345,경기도 안성시 공도읍 대신두길 28,36.9920882944177,127.194405718721,주소검색,경기도
경남 양산시,양산원동점,영업중,경상남도 양산시 원동면 원동로 1429 .,주차,055-372-0268,경상남도 양산시 원동면 원동로 1429,35.3597935543407,128.92514085473,주소검색,경상남도
인천 서구,인천엠파크허브점,영업중,"인천광역시 서구 염곡로 52, 엠파크 허브동 103호 (가좌동 150-19) .",주차,032-265-0103,인천광역시 서구 염곡로 52,37.4904547214738,126.665910458912,주소검색,인천광역시
광주 광산구,광주운남점,영업중,광주광역시 광산구 하남대로 248-13 (운남동 771-3 ) 대영빌딩 1층,,062-951-5979,광주광역시 광산구 하남대로 248-13 대영빌딩,35.1779015334461,126.820722429376,주소검색,광주광역시
충남 천안시 동남구,동천안우체국점,영업중,"충청남도 천안시 동남구 청수5로 10, 1층 .",주차,041-522-5024,충청남도 천안시 동남구 청수5로 10,36.7839341948784,127.155445044457,주소검색,충청남도
경남 사천시,(상)사천휴게소점,영업중,경상남도 사천시 곤양면 묵실길 31-11 (순천방향) .,주차,055-854-3574,경상남도 사천시 곤양면 묵실길 31-11,35.0749722048407,128.013163046677,주소검색,경상남도
경남 사천시,(하)사천휴게소점,영업중,경상남도 사천시 곤양면 서삼로 619 (부산방향) .,주차,055-854-3134,경상남도 사천시 곤양면 서삼로 619,35.0731874076995,128.010796986447,주소검색,경상남도
전북 전주시 완산구,전북도청점,영업중,"전라북도 전주시 완산구 홍산남로 51, 102~103호 일부(효자동3가) .",주차,063-228-4005,전라북도 전주시 완산구 홍산남로 51,35.8159935041301,127.107487556305,주소검색,전북특별자치도
전북 부안군,전북부안점,영업중,"전라북도 부안군 부안읍 석정로 269, 1층 .",,063-581-0620,전라북도 부안군 부안읍 석정로 269,35.7215635316373,126.73767531479,주소검색,전북특별자치도
강원 동해시,동해촛대바위점,영업중,강원도 동해시 촛대바위길 16 (추암동 1-6) 1~2층,주차,033-522-0117,강원도 동해시 촛대바위길 16 1~,37.4780736652129,129.158835112067,주소검색,강원특별자치도
부산 서구,부산송도점,영업중,부산광역시 서구 송도해변로 61-1 .,,051-255-6100,부산광역시 서구 송도해변로 61-1,35.0745045309926,129.015654321118,주소검색,부산광역시
경기 평택시,평택서재점,영업중,"경기도 평택시 서재로 26-24 1,2층 동삭동 711-14",흡연시설,031-651-2750,경기도 평택시 서재로 26-24 1,37.0096819596344,127.098786076493,키워드검색,경기도
서울 강남구,수서점,영업중,"서울특별시 강남구 밤고개로1길 10 지하1층,123호,125호(수서현대벤쳐빌) .",주차,02-451-0723,서울특별시 강남구 밤고개로1길 10,37.4880244867416,127.101844450006,주소검색,서울특별시
경기 수원시 권선구,수원오목천점,영업중,경기도 수원시 권선구 서수원로 179 1~2층,주차,031-291-7933,경기도 수원시 권선구 서수원로 179 1~,37.24285916567887,126.96888911156208,키워드검색,경기도
대구 군위군,(상)군위휴게소점,영업중,대구광역시 군위군 군위읍 경북대로 4084 부산방향,주차,054-383-6114,대구광역시 군위군 군위읍 경북대로 4084 부산방향,36.2654831319082,128.574511123739,주소검색,대구광역시
전북 남원시,(상)지리산휴게소점,영업중,전라북도 남원시 아영면 광주대구고속도로 76 (대구방면),주차,063-636-7191,전라북도 남원시 아영면 광주대구고속도로 76,35.4813249128623,127.566780107511,주소검색,전북특별자치도
전북 남원시,(하)지리산휴게소점,영업중,전라북도 남원시 아영면 광주대구고속도로 75 (지리산휴게소(하)광주방면) .,주차,063-636-7195,전라북도 남원시 아영면 광주대구고속도로 75 광주방면),35.484064581621,127.567279568238,주소검색,전북특별자치도
전남 여수시,여수웅천점,영업중,전라남도 여수시 예울마루로 35-24 웅천동 1699-3,,061-681-2522,전라남도 여수시 예울마루로 35-24 웅천동 1699-3,34.7464842030981,127.671954554136,주소검색,전라남도
경북 성주군,(상)남성주휴게소점,영업중,"경상북도 성주군 용암면 중부내륙고속도로 76 (본리리, 남성주(양평방향)휴게소) 양평방향",주차,054-931-5742,경상북도 성주군 용암면 중부내륙고속도로 76 휴게소) 양평방향,35.8572518958763,128.320023305799,주소검색,경상북도
서울 서초구,고속터미널영동선점,영업중,서울특별시 서초구 신반포로 194 (강남고속버스터미널) 2층 A-2호,주차,02-591-1555,서울특별시 서초구 신반포로 194 A-,37.5064357442307,127.006834366246,주소검색,서울특별시
충북 옥천군,(상)옥천휴게소점,영업중,"충청북도 옥천군 옥천읍 옥천동이로 242-34 (매화리, 옥천상휴게소) .",주차,043-731-8096,충청북도 옥천군 옥천읍 옥천동이로 242-34,36.2979263087102,127.599072982049,주소검색,충청북도
세종 세종시,세종어진점,영업중,"세종특별자치시 절재로 194 (어진동, 중앙타운) 133호,214호 .",주차,070-7766-1589,세종특별자치시 절재로 194,36.5083073428532,127.262445014563,주소검색,세종특별자치시
대구 북구,대구동천점,영업중,대구광역시 북구 동천로 125 .,주차,053-321-0099,대구광역시 북구 동천로 125,35.9427436040037,128.560449335733,주소검색,대구광역시
